Date/Time,07_03_19,11:24,
Operator,Felix Weihs,,
Consignment Number,,,
Sample Type,Other,,
Protocol,Sample,,
Temperature,28.0,,
Results,,,
Time,Green,Blue,Ratio
264.50,10627.00,15515.00, 0.68
265.00,10711.00,15222.00, 0.70
265.50,10603.00,15558.00, 0.68
266.00,10706.00,15456.00, 0.69
266.50,10822.00,15524.00, 0.70
267.00,10681.00,15294.00, 0.70
267.50,10552.00,15222.00, 0.69
268.00,10652.00,15228.00, 0.70
268.50,10676.00,15571.00, 0.69
269.00,10919.00,15469.00, 0.71
269.50,10797.00,15489.00, 0.70
270.00,10953.00,15510.00, 0.71
270.50,10875.00,15521.00, 0.70
271.00,10745.00,15574.00, 0.69
271.50,10976.00,15305.00, 0.72
272.00,10545.00,15487.00, 0.68
272.50,10940.00,15776.00, 0.69
273.00,10835.00,15622.00, 0.69
273.50,10999.00,15568.00, 0.71
274.00,11083.00,15659.00, 0.71
274.50,10784.00,15603.00, 0.69
275.00,10988.00,15798.00, 0.70
275.50,10839.00,15720.00, 0.69
276.00,10964.00,15833.00, 0.69
276.50,10973.00,15508.00, 0.71
277.00,10880.00,15773.00, 0.69
277.50,11002.00,15779.00, 0.70
278.00,11016.00,15960.00, 0.69
278.50,11024.00,15951.00, 0.69
279.00,11086.00,16014.00, 0.69
279.50,10978.00,15763.00, 0.70
280.00,10999.00,15923.00, 0.69
280.50,11068.00,15968.00, 0.69
281.00,11106.00,15983.00, 0.69
281.50,10990.00,15853.00, 0.69
282.00,10954.00,16000.00, 0.68
282.50,11037.00,15849.00, 0.70
283.00,11080.00,15928.00, 0.70
283.50,10965.00,15835.00, 0.69
284.00,11021.00,15990.00, 0.69
284.50,11110.00,16014.00, 0.69
285.00,11208.00,15999.00, 0.70
285.50,11175.00,16124.00, 0.69
286.00,11095.00,16012.00, 0.69
286.50,11216.00,15939.00, 0.70
287.00,11064.00,16087.00, 0.69
287.50,11267.00,16219.00, 0.69
288.00,11232.00,16054.00, 0.70
288.50,11214.00,16162.00, 0.69
289.00,11150.00,16245.00, 0.69
289.50,11130.00,16142.00, 0.69
290.00,11313.00,16099.00, 0.70
290.50,11216.00,16425.00, 0.68
291.00,11195.00,15970.00, 0.70
291.50,11270.00,16466.00, 0.68
292.00,11369.00,16193.00, 0.70
292.50,11287.00,16157.00, 0.70
293.00,11355.00,16299.00, 0.70
293.50,11103.00,16342.00, 0.68
294.00,11189.00,16370.00, 0.68
294.50,11400.00,16416.00, 0.69
295.00,11394.00,16386.00, 0.70
295.50,11346.00,16188.00, 0.70
296.00,11325.00,16464.00, 0.69
296.50,11257.00,16357.00, 0.69
297.00,11346.00,16340.00, 0.69
297.50,11220.00,16220.00, 0.69
298.00,11486.00,16300.00, 0.70
298.50,11180.00,16557.00, 0.68
299.00,11398.00,16340.00, 0.70
299.50,11554.00,16612.00, 0.70
300.00,11244.00,16374.00, 0.69
300.50,11351.00,16555.00, 0.69
301.00,11218.00,16544.00, 0.68
301.50,11326.00,16413.00, 0.69
302.00,11377.00,16204.00, 0.70
302.50,11494.00,16311.00, 0.70
303.00,11312.00,16685.00, 0.68
303.50,11367.00,16758.00, 0.68
304.00,11591.00,16470.00, 0.70
304.50,11316.00,16378.00, 0.69
305.00,11421.00,16577.00, 0.69
305.50,11366.00,16630.00, 0.68
306.00,11440.00,16535.00, 0.69
306.50,11479.00,16640.00, 0.69
307.00,11371.00,16673.00, 0.68
307.50,11506.00,16720.00, 0.69
308.00,11538.00,16748.00, 0.69
308.50,11546.00,16569.00, 0.70
309.00,11515.00,16524.00, 0.70
309.50,11712.00,16798.00, 0.70
310.00,11650.00,16448.00, 0.71
310.50,11557.00,16505.00, 0.70
311.00,11538.00,16749.00, 0.69
311.50,11592.00,16810.00, 0.69
312.00,11504.00,16779.00, 0.69
312.50,11460.00,16856.00, 0.68
